segment_id,video_id,seg_idx,seg_type,book_title,segment_text,verified
S6d6M18dGbI_s005,S6d6M18dGbI,5,book,인 메모리엄,"네, 다음 책입니다.
이번 달 저의 첫 번째 스페셜 픽 도서고요.
이 책 지금 읽은 지 벌써 일주일 지났는데 아직도 생각하면 좀 마음이 멍멍해요.
어, 앨리스 윈의 인 메모리엄입니다.
어, 이 책이 1차 세계 대전을 다루고 있는 전쟁 퀴어 소설인데요.
내용 간단하게만 소개해 볼게요.
소설은 요런 식으로 한 명문 기숙학교의 교내 신문 교지에 한 페이지를 보여 주면서 시작됩니다.
내용 읽어 보면 그냥 별다를 거 없는 학생들의 굉장히 재치 있고 귀여운 글들이 담겨 있는 신문이에요.
근데 이 날짜를 보면 제1차 세계 대전이 발발되기 직전에 발행된 신문이에요.
그리고 이 교내 신문 바로 다음에는 바로 영국 당국에서 발행한 전쟁 선전 포고문이 실려 있습니다.
그리고 이로부터 몇 주 뒤 교내 신문에는 차례차례 전쟁에서 전사한 사람들의 부고 기사와 추모의 글이 실리기 시작해요.
소설은 이 신문이라는 장치를 통해서 전쟁 전과 후의 엄청난 낙차를 보여 주면서 시작이 됩니다.
소설의 주인공은 같은 학교에 다니는 엘우드와 군트입니다.
두 사람이 서로에게 느끼는 감정은 우정보다는 사랑에 가까운데요.
당시 기숙학교에 다니던 남학생들은 동성애 친구와 가벼운 로맨스나 성생활을 즐기는 경우가 많았다고 해요.
그리고 이게 이제 졸업만 하면 학창 시절에 어떤 짧은 에피소드로 잊혀져 버리는 그런 것이었고요.
그러다 보니까 두 사람도 진심으로 서로를 사랑하지만 확신을 가질 수 없는 상태이고요.
섣불리 자신의 마음을 전하지 못하면서 사랑과 우정 사이를 헤매고 있는 중입니다.
이런 상황에서 1차 세계 대전이 터지고 이 두 사람도 차례대로 전장에 나가게 돼요.
사실 얘네는 고작 한 17살쯤 된 어린애들이거든요.
근데도 전쟁의 최전방에서 총알받이 같은 역할을 하게 되고 거기서 학교 동문들의 수많은 죽음과 부상을 목격하게 됩니다.
그 전쟁터 안에서 끊임없이 상대방이 죽거나 다치면 어떡하지?
내 마음을 전하지 못하면 어떡하지?
혹은 이게 전해져서 뭔가 문제가 생기면 어떡하지?
같은 두려움을 품고 두 사람은 끊임없는 전쟁을 치르게 돼요.
그리고 이 전쟁의 과정은 두 사람의 몸과 마음을 온통 망가뜨려 놓습니다.
왜 우리가 그런 말 하잖아요.
폭력과 전쟁은 모든 것을 무너뜨린다고.
그러면서 동시에 이런 말도 해요.
사랑은 모든 것을 다 이길 수 있다고.
그렇다면 이 소설에서는 누가 이기게 될까요?
요런 것들을 이제 너무나 절절한 마음으로 지켜볼 수 있게 하는 소설이고요.
동시에 실화와 실명을 배경으로 하는 수많은 사람들의 부고 기사를 직접 보면서 정말 참담하고 사실적인 전쟁의 모습을 살펴볼 수 있게 해주는 소설이기도 했습니다.
제가 보니까 이 소설이 작가의 데뷔작이라고 하는데 어, 이거 데뷔작을 이렇게 쓰는 건 진짜 좀 사기가 아닌가?
와, 너무 잘 썼다 하고 감탄했던 책이었습니다.
이번 달 저의 스페셜 픽 도서 앨리스 윈의 인 메모리엄이었습니다.",1
S6d6M18dGbI_s006,S6d6M18dGbI,6,book,카탈로니아 찬가,"네, 다음 책입니다.
조지 오웰의 카탈로니아 찬가고요.
스페인 내전을 다루고 있는 르포르타주죠.
이 책도 이번 달 저의 스페셜 픽 도서입니다.
어쩌다 보니까 스페셜 픽 도서 두 권이 전부 다 전쟁에 관한 책이 됐네요.
이게 굉장히 유명한 르포 문학인데 한번 소개해 볼게요.
1936년에 조지 오웰은 스페인 내전에 참가하게 됩니다.
당시 스페인의 정치적인 상황은 굉장히 복잡하지만 아주 간단하게 요약해 본다면 이래요.
이제 왕정이 붕괴하고 나서 공화국이 수립되는 과정에서 좌우 갈등이 무척 심각한 상태였는데요.
이 시기에 선거에서 좌파 연합이 승리를 거두게 됩니다.
노동자, 뭐 진보 지식인, 아나키스트, 공산주의자들 세력이죠.
근데 이 사람들이 선거에서 승리하고 얼마 안 있어서 그 대척점에 있는 군부 세력이 쿠데타를 일으켜요.
그러면서 이제 내전이 발생한 거죠.
오웰은 영국인이지만 스페인의 반란을 일으킨 파시즘 세력과 싸우기 위해서 바로 스페인으로 건너가게 됩니다.
오웰이 막 스페인에 도착했을 당시에는 바르셀로나 전역에 정말 혁명적인 분위기가 가득해요.
부르주아가 척결되고 노동 계급은 서로를 완전히 평등하게 대하고 혁명의 분위기로 모두가 단단히 뭉쳐 있고 오웰이 이걸 보면서 엄청나게 깊은 인상을 받거든요.
그리고 본인도 이제 여기에 힘을 보태기 위해서 전선에 나가게 되고요.
근데 뭐 전선 상황이 되게 열악해요.
뭐 무기도 없고 먹을 것도 없고 서로 말은 안 통하고 근데도 이 정치적 신념이라는 거 딱 하나로 뭉쳐서 사람들이 정말 열심히 싸우거든요.
근데 문제는 뭐냐?
시간이 지나면서 이 세력 내부가 변질되기 시작해요.
원래는 파시즘에 대항해서 똘똘 뭉쳤던 세력이었는데 이제 이 안에서 자기들끼리 내분을 일으키면서 다시 싸우게 된 거예요.
오웰이 속해 있던 민병대 역시 이 과정에서 엄청나게 박해를 받게 됩니다.
오웰은 부상당한 몸으로 가까스로 스페인을 탈출하게 되고요.
이런 과정들을 이제 오웰이 쭉 써 놓은 건데 이 내부 세력이 얼마나 심각하게 변질되고 무너지는지 그리고 이 과정에서 언론이 얼마나 강력하게 장악되는지, 편협하게 보도되는지 이런 걸 이제 보면서 오웰이 엄청난 충격을 받게 되죠.
이런 정치적인 상황, 전쟁 이야기가 두루두루 담겨 있는 책인데요.
전쟁에 대한 묘사가 진짜 사실적이에요.
그것도 좋았는데 이 정치적 이야기는 정말 생각해 보면 어디서든 끊임없이 반복되는 일인 거 같거든요, 이게.
어느 나라, 어느 시기에서나 이런 일이 있는 거 같고 권력이 뭉쳐지면서 신념을 배신하게 되고 그 안에서 갈등을 일으키고 언론은 진실 대신 승자의 이야기를 전하고 이런 것들을 요 르포를 통해서 보면서 참 되게 정치 교과서 같다라는 생각을 많이 했어요.
조지 오웰 책 좋아하시는 분들 많은데요.
이 책을 보고 나면 동물 농장이나 1984를 오웰이 왜 그렇게 썼는지가 훨씬 잘 이해 돼요.
오웰의 다른 작품 보시기 전에 요거를 먼저 읽어 보시면 정말 도움 많이 될 것 같습니다.
이번 달 저의 두 번째 스페셜 픽 도서 카탈로니아 찬가였습니다.",1
S6d6M18dGbI_s007,S6d6M18dGbI,7,book,국가에 대항하는 사회,"네, 다음 책입니다.
피에르 클라스트르의 국가에 대항하는 사회.
요 책 좀 어려웠는데 진짜 재밌게 읽었고요.
뭔가 머리통이 확 열리는 느낌을 준 책이었어요.
간략하게 소개해 드릴게요.
이게 정치 인류학 책이거든요.
우리가 세상을 살 때 권력, 사회, 국가 같은 정치적인 조직 구조를 피할 수 없다고 생각하잖아요.
사람이 다 모여 살기 위해서 이게 필연적으로 등장하는 구조다 이렇게 생각하죠.
근데 이 클라스트르는 원주민 사회를 관찰하고 그것들을 연구하면서 권력과 국가라는 게 필연적으로 생기는 게 아니다.
세상에는 권력과 국가라는 것에 의도적으로 대항하는 사회가 있다라고 이야기를 합니다.
그래서 제목이 국가에 대항하는 사회고요.
작가의 말인즉슨 누가 누군가를 지배하고 권력이 한 곳에 모이고 이런 현상이 당연한 게 아니라는 거예요.
우리는 흔히 원주민에 대해서 이런 생각을 갖고 있습니다.
원주민 사회는 뭐 예컨대 잉카 문명처럼 권력이 너무나 강력하게 중앙으로 몰려 있는 사회거나 그게 아니라면 뭐 소규모 무리로 생계를 쫓으면서 살고 권력이나 사회처럼 어떤 뭐 진화적인 면모할 것도 없는 그런 형태밖에 없다 이렇게 생각하거든요.
근데 클라스트르가 연구한 결과 어떤 원주민들은 아주 체계적으로 시스템을 구축하고 권력과 국가가 생성되지 못하도록 대응합니다.
추장의 역할, 주술사의 역할, 결혼 제도 같은 것도 다 시스템을 구축해 놓고 아주 능동적으로 정치 권력의 독성을 제거할 수 있도록 노력하는 거죠.
힘이 한 곳에 모이는 것을 경계하고.
예를 들어서 뭐 경제 생활 같은 걸 살펴본다면 이들은 겨우 먹고 살 수 있을 정도로 굉장히 무능한 뭐 수렵 채집을 하는 게 아니라 딱 필요한 만큼만 노동을 해서 잉여 생산물을 만들지 않음으로써 재산이나 힘의 여분이 어딘가에 고이지 않도록 그렇게 조절하고 있다는 거예요.
그런 예시들이 이 책에 쭉 실려 있는데 이게 되게 신선한 얘기였어요.
질서와 효율을 위해서 권력 구조는 불가피하다고 생각을 했었는데 완전히 이제 다른 가능성을 보게 된 거잖아요.
이게 뭐 단순히 원주민의 모습을 보는 책이 아니라 현재 우리가 살고 있는 이 사회 구조가 필연적으로 발생한 게 아니라 어쩌면 선택이었을 수도 있겠다는 가능성 요런 걸 가늠하게 해주는 책이었던 것 같아요.
어, 재밌고 좋았습니다.
국가에 대항하는 사회였어요.",1
S6d6M18dGbI_s008,S6d6M18dGbI,8,book,쾌적한 사회의 불쾌함,"네, 마지막 책입니다.
구마시로 도루의 쾌적한 사회의 불쾌함이고요.
오, 이 책은 제가 사면서도 엄청 기대를 많이 했고 펼치기 직전까지도 진짜 기대 많이 했던 책이에요.
되게 설렜었어요.
왜냐면 저는 이 책의 주제가 너무 좋았거든요.
주제가 뭐냐면 이거예요.
우리가 사는 이 세계가 정말 너무 청결해지고 질서정연해지고 시스템적으로 견고해졌잖아요.
과거에 비해서.
근데 그럼에도 불구하고 우리 인간 각각이 그리고 이 사회가 자꾸만 병들어간다는 거예요.
그러니까 사는데 불편함은 점점 없어지고 있는데 불안이나 분노는 오히려 커지고 있다는 거죠.
제가 말씀드린 요런 주제에 부응하는 정말 다양한 얘기들이 이 책에 실려 있어요.
예를 들어서 뭐 경계선 지능이나 ADHD 같은 거 있죠.
예전에는 뭐 아예 이름도 모르던 그런 증상이었는데 요즘은 모두가 이걸 알고 어딜 가면 금세 치료 받을 수 있고 빠르게 대처할 수 있고 지원도 늘어나고 있잖아요.
그게 예방 보건 의학에서 당연히 발전이라고 할 수 있지만 그만큼 어떻게 보면 이 사회가 정상과 비정상을 너무나 칼같이 구분하고 비정상을 어떻게든 진료해서 정상인 안에 놓고 경제 생활을 하게 하는 이런 구조로 변화하고 있다는 거예요.
옛날에는 뭐 그런 친구들 보면 이제 아, 좀 어리숙하네, 좀 정신 없네 하면서 그냥 두루두루 넘어갔을 것이 지금은 어, 비정상 즉 비정상의 범위가 너무 날카롭게 늘어나고 있다는 겁니다.
이런 정신 의학적 이야기뿐만이 아니라 육아 같은 면에 있어서도 그래요.
예전보다 지금이 훨씬 더 뭐 학교 폭력, 가정 폭력, 아이의 건강, 위생, 예의 범절, 교육 이런 거에 정말 예민하잖아요.
온 사회가 정말 아이를 지켜보는 거 같고.
근데 결과적으로 이 수많은 항목을 충족할 수 있는 아이를 원하다 보니까 어린이들마저도 마치 다 완성된 어떤 성인처럼 예의 바르고 조용하고 완벽하고 장난치지 않고 경험적으로 멸균되어 있고 이렇게 흘러가고 있다는 거예요.
저는 이런 책의 내용에 너무 공감했기 때문에 이 책 읽는 동안 꽤 좋았는데요.
아, 근데 조금 아쉬웠어요, 이 책.
뭐가 아쉽냐?
작가가 좀 유보하는 태도를 많이 보이는 것 같아요.
어떤 느낌인지 좀 러프하게 흉내를 내 보자면 이렇습니다.
쾌적한 사회에서 우리는 병들어가고 있어.
물론 이렇게 저렇게 의학적으로 발전한 건 좋아.
이렇게 저렇게 해서 가정 폭력 같은 거 빨리 잡아낼 수 있게 된 거 좋아.
근데 그 안에서 우리는 이런 식으로 병들었어.
근데 이런 발전은 좋아.
근데 우리는 병들었어.
계속 약간 이런 구조인 거예요.
앞서 주장한 거에 대해서 끊임없이 단서가 달리는 느낌.
그래서 독자 입장에서는 조금 헷갈린다라는 생각을 하게 되더라고요.
이게 어쩔 수 없는 주제라고는 해도 작가 자체가 너무 조심스럽게 접근을 하다 보니까 약간 정신없다라는 생각이 좀 들었습니다.
그리고 또 하나 아쉬운 거 이 분량에 비해서 다루고 있는 분야가 너무 많아요.
예를 들면 뭐 조나선 하이트의 불안 세대처럼 차라리 아이들의 뭐 육아 환경, 놀이 이렇게 특정 분야만 다뤘으면 훨씬 더 심도 있는 책이 됐을 것 같거든요.
근데 뭐 이 책은 정신 병리학적인 거, 사람들의 기초 생활, 육아, 교육, 공간 다양성, 막 이런 걸 다 다루니까 깊어지지 못하고 조금 애매해졌다, 포지션이.
약간 이런 느낌이 들어서 너무 아쉬웠어요.
이런 책이 조금 더 나오면 좋겠거든요, 저는.
앞으로도 더 찾아볼 예정이고.
그래서 앞으로도 그런 책 읽게 되면은 또 소개해 드릴게요.
쿠마시로 토루의 쾌적한 사회의 불쾌함이었습니다.",1
S6d6M18dGbI_s009,S6d6M18dGbI,9,outro,,"네, 이렇게 해서 5월에 읽은 14권의 책 모두 살펴봤습니다.
좀 당기는 책이 있으셨는지요.
저는 개인적으로 정말 정신없는 5월을 보냈는데 그래도 좋은 책들 읽으면서 마음을 많이 다잡았던 한 달이었어요.
여러분들께서도 늘 책을 통해서 스스로를 다독이고 세워주는 하루를 보내시길 바라면서 저는 물러가겠습니다.
오늘도 여기까지 시청해 주셔서 너무 감사드려요.
공백의 책단장이었습니다.
안녕.",1
-fyuFg9Qu1o_s001,-fyuFg9Qu1o,1,intro,,"여러분, 안녕하십니까.
책을 읽고 삶을 이야기하는 대화 채널.
책과 삶 사람 산책의 김제원입니다.
광화문 교보문고에 나와 있습니다.
심리학자는 힘들 때 어떤 책으로 위로를 받을까요?
여러분 좋아하시는 온 국민의 심리학자가 저기서 책을 읽고 계시네요.
함께 가보겠습니다.
아 안녕하세요, 교수님.
아, 안녕하세요.
네, 온 국민의 심리학자 김경일 교수와 함께합니다.
김미식 교수님.
이 책 잘 된다고 하는데.
얼마 전에 강연에서 앞뒤 강연자로 섰었는데 너무 유쾌하고 즐겁게 강연하셔 가지고 저는 제가 강연자인 것도 까먹고 이분 강연을 그냥 들어서 주체측에서 정신 차리라고.
그래서 궁금해 가지고 계속 읽어보고 있었어요.
사실 이렇게 서점에 오면 손에 잡히는 책을 먼저 보시는 편이세요?
아니면 작정하고 찾으러 온 책이 있는 편이세요?
오대오예요.
어떤 날은 정말 작정하고 그 책들만 계속 보고 가고요.
어떤 날은 진짜로 왜 서정뇨 살림미처럼.
이게 심리적으로 위로 효과가 있어요?
책에 둘러싸이는 것만으로는.
그럼요.
그럼요.
그러니까 그거를 저도 옛날에 안 믿었는데 그런 연구들이 있고 그런 다음에 저도 해보니까 아 지적이고 좋은 물건들 옆에 있는 것만으로도 사람이 암시 받는대요.
암시 이거를 프라이밍이라 그래요.
점화된다고 하거든요.
그래서 저는 시간이 남으면 일부러 서점에 와서 좀 기다리다 가죠.
무기력하고 우울감에 빠질 때는 책장 넘기는 것조차 힘들 때가 있잖아요.
그럼에도 불구하고 책을 가까이 하면 사람에게서 받지 못하는 위로를 받을 수도 있겠죠.
그래서 책장 넘길 힘도 없다.
그러면 제가 이렇게 얘기해요.
책을 옆으로 가서 이렇게 해서 그냥 놓기만 하래.
그다음에 한번 이렇게 싹 넘길 수 있는 힘 나올 때가 있다.
이렇게 되거든요.
그래서 조금씩 가까이 가시면 된다.
그러면 오늘은 위로라는 키워드를 가지고 심리학자시니까.
우리의 마음을 위로할 수 있는 책을 추천해주시면 어떨까요?
저기 수만 권의 책이 있습니다.
이 가운데 다섯 권만 골라보겠습니다.
네, 가시죠.",1
-fyuFg9Qu1o_s002,-fyuFg9Qu1o,2,book,우울한 마음도 습관입니다,"심리학자가 고른 우리를 위로하는 첫 번째 책은 아, 여기 있다 여기 있다.
여기 있다.
우울한 마음도 습관입니다.
박상미 교수님.
저는 이 책을 참 좋아하는 게 우리 자존감 떨어지고 우울감 있을 때 위로되는 책 말씀하셨잖아요.
제가 양대 산맥으로 치는 책이 우리 한국인이 쓴 책 중에 윤홍균 원장님의 자존감 수업.
근데 많이 알려져 있기 때문에 제가 오늘은 박상미 교수님의 우울한 마음도 습관입니다로 제가 드려요.
근데 두 책 모두 너무 좋아요.
우울한 마음이 습관이 될 수도 있다는 뜻인 거예요?
그러니까 우울한 마음이 그런 습관을 만들어 내는 것도 있지만 이분이 하고 싶은 얘기가 뭐냐?
그러니까 우울한 마음은 못난 마음입니다의 반대말로.
우리가 뭐 코비는 습관, 그다음엔 뭐 어디 긁는 습관 아니면 뭐 계속해서 침 뱉는 습관이.
그게 그 사람의 본성이 나빠서 약해서가 아니고 그냥 그런 습관이 고착된 거잖아요.
그래서 그 사람의 진짜 숨은 능력과 그다음에 그 사람이 가지고 있는 아주 중요한 긍정적인 점이 오히려 우울한 마음을 만들 수도 있다.
근데 제가 그 얘기 많이 드리잖아요.
현대 심리학의 굉장히 중요한 인식의 전환이 뭐냐?
그 사람이 겪고 있는 우울, 고통, 외로움 등이 그 사람의 약점 때문이 아니라 그 사람의 강점이나 역량 때문이다.
사실 그 점에 입각해서 쓴 책이라서 제가 이 책을 되게 좋아합니다.
그러면 이 관점에서 보면 우리의 기분도 관리할 수 있다라고.
그렇죠.
관리, 다스림.
그리고 심지어 뭐라 그럴까요?
행정 자치처럼 잘 운영해 나갈 수 있다.
그런데 내 우울한 마음을 내가 뭘 잘못해서라고 생각하지 말고 행정 관리를 잘못해서, 운영을 잘못해서, 그러니까 운영만 제대로 하면 오히려 그게 반대로 당신의 좋은 장점으로 갈 거야.
굉장히 용기가 많이 되는 책.
그러면 감정이 타인의 책임 혹은 환경의 책임이라기보다는 내 책임일 수도 있다는 얘기도 되네요.
내 책임.
똑같은 말인데.
또 한번 바꿔볼게요.
내 권한.
권한이라고 하니까 뜻이 막 달라.
그러니까 그 살짝의 온도 차이가 이 책에서는 참 친절하게 매번 그 말을 제대로 써주세요.
그래서 제가 이 책을 좋아해요.
계속 이렇게 쪼그리고 앉아서 책 얘기하니까 참 기분이 좋네요.
쪼그리고 있으면 다리가 아파요.
그러니까 우리 무릎 괜찮은 분.
살짝 일어 일어.
어이고 어이고 어이고.
박상미 교수님이 표지 사진을 아주 작정하고 찍으셨네요.
이야.
이 책의 유일한 단점은.
박상미 교수님이 이런 거 좋아하시면.
박상미 교수님 잘 아는데.
그러니까 이런 거 좋아할 스타일 아니셨어.
이건 출판사의 행보다.
사실 박상미 교수님이 쓰시는 책마다 한 문장 한 문장이 내 마음을 어루만지는 것 같은 따뜻함이 배어 있으시잖아요.
박상미 교수님이 교도소에서 재소자인 분들과도 그렇게 많이 하셨어요.
거기서 제일 많이 깨달은 것 중에 하나가 무엇인가요?
제가 여쭤봤더니 바로 이렇게 하셨죠.
그 사람이 저지른 범죄가 그 사람이 가장 가지고 있는 달란트에서 나온 거다.
그거를 직접 보신 분이라서 절절해요.
강연도 절절하고 내용도 이렇게 된 절절해요.
화려하지 않고 파고들지 않아도 이렇게 잘 적셔주는 그런 내용들이 있거든요.
그래서 저는 내용도 내용이지만 그 어투 문투만 봐도 저는 좀 마음이 편안해져요.
이게 실제로 말이 주는 해도 분위기에서 나오는 위로감이 있어요.
내용뿐만 아니라 그런 비언어적인 독특한 음성 언어의 음색 자체가 위로를 해주는 경우도 있는 거죠.
목소리는 타고나니까 성격에 가까운데 그 사람의 어투는 성품에 가까웠다고 쳤을 때 야, 이거 박상미 교수님 제가 너무 인물 평하는 것 같아서 죄송한데 약간 옆에서 어떨 때는 삶을 오래 살아낸 할머니가 위로하는 것 같고 어떨 때는 제 얘기를 듣고 막 사춘기가 아직 안 온 소녀가 웃는 것처럼 웃어줘요.
그래서 그런 책들이 있죠.
그 사람을 알고 그 사람의 목소리와 대화의 방식까지도 알고 난 다음에 보면 그 사람이 옆에서 얘기하는 것 같은 책들이 있어요.
저는 그런 면에서 이 책은 굉장히 좋아하죠.
양대 축이에요.
자존감 수업과 그다음에 우울한 마음도 습관입니다는 사실 우리나라에서 그런 분야에서 볼 때는 독보적인 것 같아요.
이 두 책은.
심리학자가 추천하는 우리의 마음을 위로하는 책.
박상미 교수의 우울한 마음도 습관입니다.
첫 번째 책으로 추천해 드렸습니다.
다음 책도 잘 꼽아놓고 일단.",1
-fyuFg9Qu1o_s003,-fyuFg9Qu1o,3,other,,---,1
-fyuFg9Qu1o_s004,-fyuFg9Qu1o,4,book,개소리에 대하여,"확실히 옛날보다 심리학 부분이 좀 늘어났어요.
섹션이.
옛날에는 심리학이 그렇게 많지 않았어요.
그렇죠.
여긴 철학 중에 약간 세상사와 관련된 철학이 좀 많은 것 같은데요.
제가 여기서 찾았는데 이 책은 잘 찾아야 됩니다.
왜냐면 작아요.
작은 책이 두 권 여기 있네요.
어, 어, 여기 있다 여기 있다.
작죠.
김경일 교수가 추천하는 두 번째 책 개소리에 대하여입니다.
책이 기념품.
약간 무슨 어떤 책의 무슨 뭐 구쯔 같은 느낌도 들고.
어 그렇죠.
펼쳐 보시면 이게 얼마나 얇아요?
엄청 얇죠.
그래서 내용 진짜 얼마 안 되는 것 같죠?
그런데 이 책은 대학원생들한테 책 한 권씩 주고 발표해라라고 하면 선배들이 다 이 책을 집어요.
아, 그래요.
너무 작고 얇으니까.
지옥을 경험하게 됩니다.
그야말로 영어 제목이 온 불싯.
그렇죠.
실제로 첫 문장이 우리 문화에서 가장 눈에 띄는 특징 가운데 하나는 개소리가 너무 만연하다는 사실이다.
이 우리 문화가 인류 문화 인 거죠.
개소리가 뭐냐면 진심으로 하는 헛소리.
거짓말이 아니라는 거.
사람이 우리는 진실을 얘기하느냐, 거짓을 얘기하느냐 우린 이것만 보잖아요.
근데 거짓말 옆에 더 못된 게 있는데 그게 거짓말은 자기가 거짓말하고 있다는 거 알잖아요.
그런데 그게 아니야 진심으로 얘기해.
말도 안 되는 얘기를 진심으로 얘기해.
예를 들자면 이런 겁니다.
지구는 편평해.
편평해.
진심으로 얘기하면 그게 불싯.
개소리라는 거예요.
거짓말하는 정치인보다 더 나쁜 인간들이 진심으로 이상한 얘기하는 정치인.
어쨌든 그 얘기는 진심이에요.
그게 분명히 거짓.
그러니까 팩트 체크해도 소용이 없어요.
진심으로 다가오기 때문에.
근데 우리 주위에 진짜 말 안 통하는 분들은 사실 거짓말쟁이들은 물리치면 되고 팩트 체크로 무너뜨리면 되는데 진짜 우리 주위에서 우리 힘들게 하는 사람들은 진심이야.
진실이 아닌데 진심이야.
해리 프랭크퍼트라고 하는 이 철학자가 그 현상에 주목한 겁니다.
그래서 진짜 우리를 앞으로 힘들게 하는 건 라이어 거짓말쟁이가 아니라 진심으로 헛소리하는 인간들이에요.
이게 직장 생활 하다 보면 우리 상사 나에게 하는 그 공격적인 언어들이 진심처럼 느껴질 때 정말 황당하잖아요.
그리고 나중에 그 상사는 계속 그 얘기를 하다 보면 진짜 진심 돼버려.
그러니까 진심됩니다.
어 그런 환경에 있으신 분들이 읽으면 좀 위로가 되겠네요.
그리고 그런 사람들이 왜 만들어질까?
그런 사람들은 왜 그런 과정으로 갈 수밖에 없을까를 너무나 명쾌하게 썼는데 단점이 하나 있어요.
이 책에.
철학하시는 분들의 고질적인 습관 중에 하나예요.
말이 너무 어려워요.
말이 너무 어렵게 써놔서 한 문장 한 문장 읽는 게 너무 힘들죠.
그런데 한번쯤은 부산에서 서울 오시든, 서울에서 부산 가시든, 아니면 뭐 목포를 가시든 한번쯤 딱 들고.
작거든요.
그래도 짧아서 몰입해서 읽으면 우와 모든 문장들을 다 이해하실 필요 없이 우와라고 하는 통찰을 얻으실 수 있어요.
너무 좋은 책이에요.
첫 쪽은 따라갈 만한데 사람들은 대부분 자신들이 개소리를 알아채고 거기에 현혹되지 않을 정도의 지각은 갖추고 있다고 꽤 자만하고 있다.
이게 이제 우리를 현혹하는 거죠.
맞죠.
근데 불과 이제 20페이지 정도만 뒤로 가면 따라서 세심하게 만든 개소리라는 개념에는 어느 정도의 내적 긴장이 있다.
세부에 대한 사려 깊은 주의는 교양과 객관성을 요구한다.
이게 사실은 한 챕터, 한 단락 정도 되는 문장이거든요.
이걸 함축해 버리니까 철학자들의 그 사고력으로.
그래서 어렵긴 하지만 한 문장 한 문장씩 보시잖아요.
야, 자기 성찰에 또 이만한 책이 없죠.
이게 사실 모든 문장을 이해한다기보다 내가 보려할 수 있는 보석 같은 문장 한 문장만 찾아내도 이 책을 읽은 가치 있는 거잖아요.
그 강원국 작가님이 그러셨잖아요.
야, 책 한 권 읽고 정말 좋은 문장 두세 개만 찾아내도 그날 횡재한 거다.
그리고 그 문장을 기억할 수만 있다면 그건 뭐 내 인생 책이 되는 거죠.
그러면 이제 이어령 박사님 되신 거죠.
그렇죠.
자, 해리 프랭크퍼트의 온 불싯 개소리에 대하여.
우리 심리학자께서 추천해주신 책입니다.
저한테는 인생 책 중에 하나입니다.
이 책 들고 다니시다가 뭔 개소리 같은 책을 읽고 있어라고 핀잔을 들으신다면 김경일 교수가 추천한 책이야라고 말씀하시면 됩니다.
자, 다음 책은 또 어디에 있을까요?
아, 이거 얇고 작은 책이네.
감각적이다.
그러니까.
이건 책이 예뻐 그냥 책이.
아 이 책이 예뻐서 사고 싶네요.
자존감 수업이 여전히 많이 팔리나봐요.
어 그러게요.",1
-fyuFg9Qu1o_s005,-fyuFg9Qu1o,5,other,,---,1
